fecha_de_apertura,dia_de_apertura,fecha_ocurrencia_hechos,dia_ocurrencia,hora_militar_ocurrencia_hechos,conforman_unidad_domestica,fisica,verbal,economica,psicologica,sexual,genero_m_f_victima,edad_victima,victima_conflicto_armado,etnia_victima,estado_civil_victima,escolaridad_victima,corregimiento_victima,comuna_de_la_victima,barrio_victima,ocupacion_victima,no_hijos_victima,vivienda_victima,nucleo_familiar_victima,numero_hermanos_victima,genero_agresor_m_f,parentesco_frente_a_la_victima,no_de_hijos_agresor,edad_agresor,estado_civil_agresor,escolaridad_agresor,ocupacion_agresor,corregimiento_agresor,comuna_agresor,barrio,tipo_vivienda
11/04/2022,lunes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,19.0,no,ninguno,no aplica,tecnologia,ninguno,comuna5,primero de mayo,estudiante,1.0,no aplica,4,,masculino,ex-conyuge,,21.0,soltero(a),bachiller,empresa de aseo,ninguno,comuna5,no aplica,no aplica
11/04/2022,lunes,no aplica,no aplica,no aplica,si,no,si,no,si,no,femenino,70.0,no aplica,ninguno,no aplica,primaria completo,crgto de amaime,comuna12,no aplica,ama de casa,2.0,no aplica,5,,femenino,nieto(a),,,no aplica,no aplica,no aplica,cogto amaime,comuna12,no aplica,no aplica
12/04/2022,martes,no aplica,no aplica,no aplica,no,no,si,no,si,no,femenino,60.0,no,ninguno,unión libre,primaria completo,ninguno,comuna5,urb. palmeras del oriente,ama de casa,2.0,no aplica,2,,masculino,conyuge,2.0,,unión libre,no aplica,no aplica,ninguno,comuna5,urb. palmeras del oriente,no aplica
07/04/2022,jueves,no aplica,no aplica,no aplica,no,no,si,no,si,no,masculino,21.0,no,ninguno,soltero(a),postgrado,ninguno,comuna7,parques de la italia,desempleado,,no aplica,no aplica,,femenino,hijo(a),,,no aplica,no aplica,no aplica,ninguno,no aplica,no aplica,no aplica
08/04/2022,viernes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,36.0,no,ninguno,soltero(a),postgrado,ninguno,comuna2,urb. los samanes,veterinario,2.0,propia,3,2.0,masculino,ex-conyuge,1.0,27.0,soltero(a),tecnico,no aplica,ninguno,comuna7,guayacanes del ingenio,propia
18/04/2022,lunes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,25.0,no aplica,no aplica,soltero(a),bachiller,ninguno,comuna3,la emilia,facturacion,1.0,familiar,3,4.0,masculino,ex-conyuge,3.0,39.0,soltero(a),bachiller,independiente,ninguno,comuna7,luis carlos galan,no aplica
18/04/2022,lunes,no aplica,no aplica,no aplica,no,si,si,no,si,no,masculino,45.0,no,ninguno,soltero(a),bachiller,ninguno,comuna5,la libertad,independiente,1.0,alquilada,no aplica,3.0,femenino,ex-conyuge,5.0,,casado(a),tecnico,ama de casa,ninguno,comuna3,rivera escobar,alquilada
18/04/2022,lunes,no aplica,no aplica,no aplica,no,si,si,no,si,no,masculino,68.0,no,ninguno,casado(a),primaria incompleta,ninguno,comuna5,urb. el bosque,mecanico,3.0,propia,3,,femenino,hijo(a),2.0,56.0,soltero(a),no aplica,ama de casa,ninguno,comuna5,popular modelo,no aplica
18/04/2022,lunes,no aplica,no aplica,no aplica,si,no,si,no,si,no,femenino,34.0,si,ninguno,casado(a),decimo- bachiller,ninguno,comuna5,urb. el bosque,ama de casa,2.0,alquilada,4,2.0,masculino,ex-conyuge,2.0,38.0,casado(a),bachiller,militar,ninguno,comuna5,urb. el bosque,alquilada
19/04/2022,martes,no aplica,no aplica,no aplica,si,no,si,no,si,no,femenino,62.0,no,ninguno,unión libre,ninguno,ninguno,comuna5,primero de mayo,oficios varios,7.0,propia,6,7.0,masculino,ex-conyuge,7.0,77.0,unión libre,pramaria,mecanico,ninguno,comuna5,primero de mayo,propia
19/04/2022,martes,no aplica,no aplica,no aplica,si,si,si,no,si,no,femenino,19.0,no,ninguno,soltero(a),pregrado,ninguno,comuna4,uribe uribe,estudiante,,alquilada,3,1.0,femenino,hermano(a),,23.0,soltero(a),postgrado,empleada,ninguno,comuna4,uribe uribe,alquilada
21/04/2022,jueves,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,35.0,no aplica,no aplica,no aplica,trcero de primaria,ninguno,comuna7,parques de la italia,ama de casa,1.0,no aplica,4,3.0,masculino,ex-conyuge,,34.0,no aplica,no aplica,no aplica,ninguno,comuna7,parques de la italia,propia
21/04/2022,jueves,no aplica,no aplica,no aplica,si,no,si,no,si,no,femenino,53.0,no,ninguno,viudo(a),tecnico,ninguna,comuna4,santa rita,estelista,1.0,familiar,2,,masculino,conyuge,,19.0,soltero(a),bachiller,desempleado,ninguno,comuna4,santa rita,familiar
21/04/2022,jueves,no aplica,no aplica,no aplica,si,si,si,no,si,no,femenino,37.0,no,ninguno,unión libre,bachiller,ninguna,comuna7,el sembrador,oficios varios,2.0,alquilida,4,,femenino,conyuge,2.0,34.0,unión libre,primaria,inpendiente,ninguno,comuna7,el sembrador,alquilida
22/04/2022,viernes,no aplica,no aplica,no aplica,no,no,si,no,si,no,masculino,30.0,no aplica,ninguno,soltero(a),cuarto de primaria,ninguna,comuna3,emilia,construccion,,propia,4,11.0,femenino,ex-conyuge,,,soltero(a),no aplica,no aplica,ninguno,comuna3,emilia,familiar
22/04/2022,viernes,no aplica,no aplica,no aplica,no,no,si,no,si,no,femenino,32.0,no,no aplica,soltero(a),bachiller,ninguno,comuna7,el sembrador,asesora,3.0,familiar,4,1.0,masculino,ex-conyuge,2.0,35.0,no aplica,bachiller,motoraton,ninguno,comuna3,el prado,familiar
23/04/2022,sabado,no aplica,no aplica,no aplica,no,si,si,no,si,no,masculino,30.0,no aplica,ninguno,soltero(a),sexto-bachiller,ninguno,comuna6,el paraiso,independiente,3.0,alquilada,1,5.0,masculino,ex-conyuge,3.0,32.0,soltero(a),bachiller,independiente,ninguno,comuna7,parques de la italia,alquilada
24/04/2022,domingo,23/04/2022,sabado,no aplica,no,si,si,no,si,no,femenino,20.0,si,ninguno,soltero(a),bachiller,ninguno,comuna2,urb. juan pablo ii,estudiante,1.0,familiar,4,,masculino,ex-conyuge,1.0,21.0,soltero(a),bachiller,empleado,ninguno,comuna7,parques de la italia,familiar
24/04/2022,domingo,no aplica,no aplica,no aplica,si,no,si,no,si,no,masculino,47.0,no aplica,no aplica,unión libre,primero de bachiller,ninguno,comuna7,parques de la italia,transportador,2.0,alquilada,3,4.0,femenino,conyuge,6.0,,unión libre,no aplica,ama de casa,ninguno,comuna7,parques de la italia,alquilada
23/04/2022,sabado,no aplica,no aplica,no aplica,no,no,si,no,si,no,femenino,33.0,no,ninguno,casado(a),bachiller,ninguno,comuna6,no aplica,ama de casa,2.0,alquilada,4,3.0,masculino,ex-conyuge,,33.0,casado(a),tecnologo,sol.del ejercito,ninguno,comuna6,no aplica,alquilada
25/04/2022,lunes,no aplica,no aplica,no aplica,no,no,si,no,si,no,femenino,31.0,no,ninguno,casado(a),bachillerato,ninguno,comuna7,portales del recreo,estelista,1.0,alquilada,2,2.0,masculino,conyuge,1.0,30.0,casado(a),bachiller,barbero,ninguno,no aplica,no aplica,no aplica
26/04/2022,martes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,32.0,no aplica,ninguno,soltero(a),tecnico,ninguno,comuna5,san pedro,oficios varios,2.0,alquilada,3,,masculino,hijo(a),,,no aplica,no aplica,no aplica,ninguno,no aplica,no aplica,no aplica
28/04/2022,jueves,27/04/2022,miercoles,07:00 PM,no,no,si,no,si,no,femenino,63.0,no,ninguno,unión libre,bachiller,ninguno,comuna6,urb. las flores,modista,46.0,propia,2,,masculino,hijo(a),3.0,35.0,soltero(a),bachiller,desempleado,ninguno,no aplica,no aplica,no aplica
29/04/2022,viernes,no aplica,no aplica,no aplica,no,si,si,no,si,no,masculino,42.0,no aplica,no aplica,casado(a),tecnico,ninguno,comuna2,urb. llanogrande,tec. en sistemas,,alquilada,4,3.0,femenino,conyuge,2.0,36.0,casado(a),no aplica,asesora comercial,ninguno,comuna4,bizerta,no aplica
29/04/2022,viernes,28/04/2022,jueves,no aplica,si,si,si,no,si,no,femenino,28.0,no,ninguno,soltero(a),postgrado,ninguno,comuna2,santa maria del palmar,independiente,,alquilada,3,1.0,femenino,ex-conyuge,,25.0,no aplica,postgrado,estudiante,ninguno,comuna2,santa maria del palmar,alquilada
27/04/2022,miercoles,25/03/2022,miercoles,no aplica,no,no,si,no,si,no,masculino,63.0,no,ninguno,unión libre,primaria incompleta,rozo,comuna8,callejon la viginia,empleado,3.0,alquilada,1,8.0,masculino,hijo(a),1.0,39.0,soltero(a),primera imcompleta,desempleado,cali,no aplica,barrio el sena,familiar
11/04/2022,lunes,19/03/2022,sabado,10:00 PM,no,si,si,no,si,no,femenino,37.0,no,ninguno,soltero(a),bachiller incompleto,no aplica,comuna10,cgto guanabanal,empleado,2.0,alquilada,2,1.0,masculino,ex-conyuge,0.0,31.0,soltero(a),primaria completa,empleado,guanabanal,no aplica,guanabanal,alquilada
18/04/2022,lunes,08/04/2022,viernes,06:00 AM,no,si,si,no,si,no,femenino,46.0,no,ninguno,casado(a),bachiller incompleto,callejon olave,comuna8,cgto rozo,ama de casa,3.0,alquilada,5,15.0,femenino,hijo(a),2.0,24.0,unión libre,bachiller incompleto,desempleado,barriotrinidad,no aplica,cgto rozo,alquilada
18/04/2022,lunes,12/03/2022,sábado,no aplica,no,no,si,no,si,no,masculino,47.0,no,ninguno,soltero(a),bachiller completo,vereda paso la torre,comuna8,cgto rozo,empleado,1.0,prestadda,4,4.0,masculino,ex-conyuge,8.0,47.0,soltero(a),profesional,empleado,paso la torre,no aplica,cgto rozo,propia
08/04/2022,viernes,20/03/2022,domingo,10:00 PM,no,si,si,si,si,no,femenino,40.0,no,ninguno,soltero(a),bachiller completo,callejon la nieva,comuna9,cgto matapalo,empleado,2.0,propia,3,3.0,masculino,ex-conyuge,2.0,44.0,soltero(a),bachiller completo,empleado,paso ancho,no aplica,cgto rozo,no aplica
25/04/2022,lunes,24/04/2022,domingo,07:00 PM,no,si,si,no,si,no,femenino,21.0,no,ninguno,soltero(a),bachiller,callejon el recreo,comuna8,cgto la torre,independiente,2.0,familiar,6,5.0,masculino,ex-conyuge,1.0,47.0,unión libre,primaria incompleta,empleado,finca san miguel,no aplica,cgto la torre,prestada
01/04/2022,viernes,27/03/2022,domingo,11:00 a.m.,si,si,si,no,si,no,masculino,40.0,no,afro,unión libre,tecnólogo,ninguno,comuna2,juan pablo ii,independiente,1.0,alquilada,2,0.0,femenino,ex-conyuge,2.0,41.0,soltero(a),primaria incompleta,independiente,ninguno,comuna2,juan pablo ii,alquilada
04/04/2022,lunes,04/04/2022,lunes,9:55 a.m.,si,si,si,no,si,no,femenino,41.0,no,ninguno,soltero(a),bachiller incompleto,ninguno,comuna7,el trébol,independiente,2.0,alquilada,2,3.0,masculino,ex-conyuge,0.0,29.0,soltero(a),bachiller completo,independiente,ninguno,comuna1,jamundi,propia
05/04/2022,martes,05/04/2022,martes,14:50p.m.,si,si,si,no,si,no,femenino,30.0,no,ninguno,casado(a),bachiller completo,ninguno,comuna7,guayacanes del ingenio,independiente,0.0,alquilada,4,1.0,masculino,conyuge,1.0,29.0,casado(a),bachiller completo,independiente,ninguno,comuna1,zamorano,alquilada
06/04/2022,miércoles,06/04/2022,miércoles,10:40 a.m.,si,si,si,no,si,no,femenino,39.0,no,ninguno,unión libre,bachiller completo,ninguno,comuna6,el paraiso,independiente,1.0,alquilada,5,1.0,masculino,ex-conyuge,1.0,35.0,unión libre,bachiller completo,independiente,ninguno,comuna6,el paraiso,alquilada
07/04/2022,jueves,26/03/2022,sábado,9:54 a.m.,si,si,si,no,si,no,femenino,32.0,no,ninguno,soltero(a),pregrado,ninguno,comuna2,santa maria del palmar,independiente,2.0,alquilada,1,4.0,masculino,ex-conyuge,5.0,42.0,soltero(a),técnico,independiente,ninguno,comuna4,uribe uribe,alquilada
08/04/2022,viernes,08/04/2022,viernes,14:10 p.m.,si,si,si,no,si,no,femenino,24.0,no,ninguno,soltero(a),bachiller completo,ninguno,comuna5,prados de oriente,independiente,2.0,alquilada,3,3.0,masculino,ex-conyuge,2.0,40.0,soltero(a),bachiller completo,independiente,ninguno,comuna5,hacienda buenos aires,alquilada
18/04/2022,lunes,27/03/2022,domingo,11:00 a.m.,si,si,si,si,si,no,femenino,29.0,no,ninguno,soltero(a),técnico,ayacucho,comuna14,no,independiente,1.0,familiar,2,0.0,masculino,ex-conyuge,1.0,29.0,soltero(a),bachiller completo,independiente,ninguno,comuna5,campestre,alquilada
19/04/2022,martes,19/04/2022,martes,10:40 a.m.,si,si,si,no,si,no,femenino,42.0,no,ninguno,soltero(a),pregrado,ninguno,comuna5,altos del bosque,independiente,2.0,propia,3,0.0,masculino,ex-conyuge,2.0,39.0,soltero(a),primaria incompleta,independiente,ninguno,comuna7,barrio nuevo,propia
19/04/2022,martes,15/04/2022,viernes,11:00 a.m.,si,si,si,no,si,no,femenino,32.0,no,ninguno,soltero(a),técnico,ninguno,comuna2,santa maría del palmar,independiente,1.0,alquilada,2,2.0,masculino,ex-conyuge,1.0,32.0,soltero(a),primaria incompleta,independiente,ninguno,comuna7,el sembrador,alquilada
25/04/2022,lunes,25/04/2022,lunes,10.54 a.m.,si,si,si,si,si,no,femenino,21.0,no,ninguno,soltero(a),bachiller completo,ninguno,comuna1,bosques del edén,independiente,2.0,familiar,5,0.0,masculino,ex-conyuge,1.0,40.0,soltero(a),bachiller completo,independiente,ninguno,comuna1,bosques del edén,familiar
25/04/2022,lunes,19/04/2022,domingo,17:14 p.m.,si,no,si,si,si,no,femenino,36.0,no,ninguno,casado(a),técnico,ninguno,comuna5,san pedro,independiente,1.0,alquilada,3,3.0,masculino,conyuge,0.0,64.0,casado(a),bachiller completo,pensionado,ninguno,comuna5,san pedro,alquilada
26/04/2022,martes,06/04/2022,miércoles,10:10 a.m.,si,si,si,no,si,no,femenino,35.0,no,ninguno,casado(a),pregrado,ninguno,comuna2,las mercedes,independiente,2.0,propia,4,0.0,masculino,conyuge,2.0,38.0,casado(a),bachiller completo,empleado,ninguno,comuna2,las mercedes,propia
27/04/2022,miércoles,27/04/2022,miércoles,11:35 a.m.,si,no,si,si,si,no,femenino,43.0,no,afro,soltero(a),primaria incompleta,ninguno,comuna5,libertad,independiente,5.0,alquilada,3,3.0,masculino,ex-conyuge,3.0,,soltero(a),primaria incompleta,desempleado,ninguno,comuna5,potrero grande sector 5 cali,alquilada
27/04/2022,miércoles,11/11/2021,jueves,16:50 p.m.,si,si,si,si,si,no,femenino,22.0,no,afro,soltero(a),bachiller incompleto,ninguno,comuna1,coronado,independiente,1.0,propia,8,5.0,masculino,ex-conyuge,2.0,30.0,soltero(a),primaria incompleta,empleado,ninguno,comuna1,coronado,propia
13/04/2022,miercoles,13/04/2022,miercoles,10:30 AM,si,no,si,no,si,no,femenino,33.0,no,ninguno,casado(a),primaria completa,no aplica,comuna5,rinco del bosque,ama de casa,2.0,alquilada,4,,masculino,ex-conyuge,0.0,33.0,casado(a),tecnólogo,sub del ejercito,no aplica,no aplica,el bosque,alquilada
04/04/2022,lunes,04/04/2022,lunes,08:50 PM,si,si,si,no,si,no,femenino,27.0,no,ninguno,soltero(a),técnico,no aplica,comuna14,la buitrera,empleada,1.0,familiar,2,2.0,masculino,ex-conyuge,,52.0,soltero(a),no aplica,no aplica,no aplica,no aplica,primero de mayo,no aplica
18/04/2022,lunes,18/04/2022,lunes,11:50 AM,no,si,si,no,si,no,femenino,36.0,no,ninguno,soltero(a),bachiller completo,bolo san isidro,comuna11,bolo san isidro,auxiliar de cocina,3.0,propia,4,,masculino,ex-conyuge,2.0,33.0,soltero(a),bachiller completo,soldador,no aplica,no aplica,no aplica,alquilada
22/04/2022,viernes,22/04/2022,viernes,22;00,si,no,si,si,no,no,femenino,71.0,no,ninguno,viudo(a),primaria completa,la herradura,comuna9,la herradura,ama de casa,5.0,no aplica,no aplica,,masculino,hijo(a),3.0,,unión libre,no aplica,maquinaria,no aplica,no aplica,no aplica,no aplica
11/04/2022,lunes,11/04/2022,lunes,08:22 AM,si,no,si,si,si,no,femenino,70.0,no,ninguno,casado(a),no aplica,amaime,comuna12,amaime,ama de casa,2.0,propia,5,,femenino,no aplica,4.0,20.0,soltero(a),no aplica,no aplica,no aplica,no aplica,no aplica,no aplica
03/05/2022,martes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,41.0,no aplica,no aplica,casada,bachiller,ninguno,comuna5,urb. el bosque,independiente,2.0,propia,3,1.0,femenino,conyuge,2.0,41.0,casado(a),bachiller,independiente,ninguno,comuna3,pomona  y brisas del bolo,propia
06/05/2022,viernes,06/05/2022,viernes,07:30 AM,si,no,si,no,si,no,femenino,82.0,no,no aplica,soltera,primaria,ninguno,comuna7,el recreo,ama de casa,2.0,propia,3,,masculino,hijo(a),,,no aplica,no aplica,no aplica,ninguno,comuna7,el recreo,no aplica
11/05/2022,miercoles,10/05/2022,martes,no aplica,no aplica,si,si,si,si,no,masculino,62.0,no aplica,no aplica,soltero,primero de bachiller,ninguno,comuna2,estonia,no aplica,,alquilada,2,,masculino,hermano(a),,59.0,no aplica,no aplica,no aplica,ninguno,comuna2,estonia,no aplica
12/05/2022,jueves,12/05/2022,jueves,no aplica,si,si,si,no,si,no,masculino,34.0,no,ninguno,casado,bachiller,ninguno,comuna6,fatima,suboficial,1.0,alquilada,3,4.0,masculino,conyuge,1.0,20.0,casado(a),bachiller,ama de casa,ninguno,comuna6,fatima,alquilada
12/05/2022,jueves,no aplica,no aplica,no aplica,no,no,si,no,si,no,masculino,41.0,no,ninguno,soltero,postgrado,ninguno,comuna5,no aplica,diseñador industrial,1.0,familiar,2,3.0,femenino,ex-conyuge,1.0,,soltero(a),tecnicos,independiente,ninguno,comuna7,luis carlos galan,alquilada
13/05/2022,viernes,no aplica,no aplica,no aplica,si,no,si,no,si,no,femenino,27.0,no,no aplica,union libre,bachiller,ninguno,comuna5,no aplica,servicios generales,2.0,alquilada,4,,masculino,conyuge,2.0,26.0,unión libre,bachiller,desempleado,ninguno,comuna5,no aplica,alquilado
13/05/2022,viernes,no aplica,no aplica,no aplica,si,no,si,no,si,no,masculino,,no aplica,no aplica,soltero,bachiller,ninguno,comuna3,emilia,empleado,,alquilada,no aplica,,femenino,conyuge,2.0,28.0,soltero(a),bachillar,ama de casa,ninguno,comuna3,la emilia,alquilada
14/05/2022,sabado,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,23.0,si,no aplica,soltera,quinto - bachiller,ninguno,comuna7,los robles,independiente,1.0,alquilada,3,3.0,masculino,ex-conyuge,1.0,31.0,soltero(a),primaria,ayudante albañil,ninguno,comuna6,la colombina,alquilada
15/05/2022,domingo,no aplica,no aplica,no aplica,si,no,si,no,si,no,femenino,40.0,no,ninguno,union libre,septimo- bachiller,ninguno,comuna5,no aplica,ama de casa,6.0,familiar,4,2.0,masculino,ex-conyuge,2.0,25.0,unión libre,no aplica,trabajor caña,ninguno,comuna5,no aplica,familiar
16/05/2022,lunes,no aplica,no aplica,no aplica,si,no,si,no,si,no,femenino,58.0,no aplica,no aplica,soltera,bachiller,ninguno,comuna4,alfonso lopez,ama de casa,1.0,familiar,7,8.0,masculino,hermano(a),2.0,56.0,soltero(a),no aplica,comerciante,ninguno,comuna4,alfonso lopez,familiar
17/05/2022,martes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,27.0,si,ninguno,soltera,postgrado,ninguno,comuna5,urb. el jardin,empleada,1.0,familiar,no aplica,1.0,masculino,hermano(a),1.0,,soltero(a),bachiller,no aplica,ninguno,comuna5,palmeras,familiar
17/05/2022,martes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,26.0,si,ninguno,soltera,no aplica,ninguno,comuna6,ciudadela palmira,oficios varios,2.0,alquilada,3,6.0,masculino,ex-conyuge,2.0,,no aplica,no aplica,empleado,ninguno,comuna7,el recreo,alquilada
21/05/2022,sabado,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,56.0,no,ninguno,union libre,no aplica,ninguno,comuna7,parques de la italia,analista de nomina,1.0,propia,2,,masculino,hijastro,,,no aplica,no aplica,estudiante,ninguno,no aplica,divino niño-santander de quilichao,no aplica
24/05/2022,martes,no aplica,no aplica,no aplica,si,si,si,no,si,no,femenino,42.0,no aplica,ninguno,union libre,primaria,ninguno,comuna7,las americas,asesora comercial,3.0,propia,6,2.0,masculino,conyuge,4.0,55.0,unión libre,primaria,independiente,ninguno,comuna7,las americas,propia
26/05/2022,jueves,no aplica,no aplica,no aplica,si,si,si,no,si,no,masculino,72.0,no aplica,ninguno,divorciado,secundaria,la dolores,comuna10,no aplica,no aplica,3.0,propia,5,,masculino,hijo(a),,36.0,soltero(a),tecnicos,no aplica,la dolores,comuna10,no aplica,familiar
28/05/2022,sabado,no aplica,no aplica,no aplica,si,si,si,no,si,no,femenino,45.0,si,ninguno,viudo(a),quinto-primaria,ninguno,comuna1,urb. los caimitos,oficios varios,4.0,alquilada,3,7.0,femenino,hijo(a),0.0,19.0,soltero(a),no aplica,no aplica,ninguno,comuna1,urb. los caimitos,no aplica
30/05/2022,lunes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,35.0,no,ninguno,soltero,no aplica,ninguno,comuna5,urb. buenos aires,empleado,1.0,no aplica,no aplica,,masculino,ex-conyuge,2.0,27.0,soltero(a),no aplica,desempleado,ninguno,comuna1,la vega,alquilada
31/05/2022,martes,no aplica,no aplica,no aplica,si,no,si,no,si,no,femenino,75.0,no,ninguno,viuda,no aplica,ninguno,comuna5,los sauces,ama de casa,4.0,propia,7,,masculino,hijo(a),4.0,50.0,soltero(a),no aplica,ebanista,ninguno,comuna5,los sauces,no aplica
04/05/2022,miercoles,03/05/2022,martes,04:00 AM,no,si,si,no,si,no,femenino,48.0,no,ninguno,unión libre,bachiller completo,callejon buggy,comuna8,cgto rozo,empleado,1.0,propia,2,8.0,masculino,pareja,1.0,49.0,unión libre,bachiller completo,empleado,casa3,no aplica,cgto rozo,propia
09/05/2022,lunes,09/05/2022,lunes,no aplica,si,no,si,no,si,no,masculino,62.0,no,ninguno,union libre,primaria,callejon el recreo,comuna8,cgto rozo,electricista,,propia,2,3.0,femenino,pareja,,52.0,unión libre,primaria,ama de casa,no aplica,no aplica,cgto rozo,familiar
09/05/2022,lunes,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,masculino,,no,ninguno,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,,no aplica,no aplica,,femenino,no aplica,,,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica
09/05/2022,lunes,09/05/2022,lunes,no aplica,si,no,si,no,si,no,femenino,48.0,no,ninguno,soltera,bachiller,la campana callejon lemus,comuna8,cgto rozo,docente,,no aplica,no aplica,,masculino,hijo(a),,19.0,soltero(a),bachiller,no aplica,sector la campaña callejon lemus,no aplica,no aplica,no aplica
17/05/2022,martes,no aplica,no aplica,no aplica,no,no,si,no aplica,no aplica,no aplica,femenino,31.0,no,ninguno,soltera,tecnico,callejon la esperanza,comuna8,cgto rozo,empleada,,rentada,no aplica,,masculino,ex pareja,,32.0,soltero(a),no aplica,constructor,callejon el fuerte,no aplica,cgto rozo,no aplica
23/05/2022,lunes,22/05/2022,domingo,no aplica,no,si,si,no,si,no,masculino,22.0,no,ninguno,soltero(a),bachiller,no aplica,comuna8,cgto rozo,empleado,,propia,1,,femenino,ex pareja,,31.0,soltero(a),no aplica,oficios varios,callejon santa rita,no aplica,cgto rozo,no aplica
23/05/2022,lunes,22/05/2022,domingo,no aplica,no,si,si,no,no,no,femenino,25.0,no,ninguno,soltera,bachiller,callejon los correa,comuna8,cgto rozo,no aplica,,no aplica,no aplica,,masculino,ex pareja,,26.0,soltero(a),no aplica,vigilante,no aplica,callejon el saman,no aplica,no aplica
26/05/2022,jueves,23/05/2022,lunes,no aplica,si,si,si,no,si,no,masculino,62.0,no,ninguno,union libre,primaria,callejon bugui bugui,comuna8,cgto rozo,independiente,,propia,no aplica,,masculino,hijo(a),,36.0,soltero(a),primaria,constructor,callejon bugui bugui,no aplica,cgto rozo,no aplica
31/05/2022,martes,26/05/2022,jueves,no aplica,si,si,si,no,no,no,masculino,62.0,no,ninguno,no aplica,no aplica,no aplica,comuna11,cgto las dolores,no aplica,,propia,no aplica,,masculino,hijo(a),,,soltero(a),no aplica,no aplica,no aplica,no aplica,cgto las dolores,no aplica
02/05/2022,lunes,30/04/2022,sábado,12:00 m.,si,si,si,no,si,no,femenino,35.0,no,ninguno,soltero(a),primaria incompleta,ninguno,comuna1,llanos de la rivera,independiente,1.0,familiar,2,0.0,masculino,ex-conyuge,2.0,40.0,soltero(a),bachiller completo,empleado,ninguno,comuna1,llanos de la rivera,familiar
02/05/2022,lunes,02/05/2022,lunes,15:41 p.m.,si,si,si,no,si,no,femenino,35.0,no,ninguno,soltero(a),primaria incompleta,ninguno,comuna1,reservas de zamorano,independiente,1.0,familiar,2,0.0,masculino,ex-conyuge,1.0,,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,reservas de zamorano,familiar
03/05/2022,martes,02/05/2022,lunes,13:39 p.m.,si,si,si,no,si,no,masculino,33.0,no,ninguno,soltero(a),pregrado,ninguno,comuna2,departamental,independiente,0.0,propia,2,4.0,femenino,ex-conyuge,2.0,36.0,soltero(a),primaria incompleta,independiente,ninguno,comuna1,zamorano,familiar
09/05/2022,lunes,08/05/2022,domingo,11:17 AM,si,si,si,no,si,no,femenino,28.0,no,ninguno,unión libre,bachiller completo,ninguno,comuna1,villa diana,independiente,2.0,familiar,4,0.0,masculino,ex-conyuge,2.0,,unión libre,primaria incompleta,desempleado,ninguno,comuna1,villa diana,familiar
10/05/2022,martes,08/05/2022,domingo,11:17 AM,si,no,si,no,si,no,femenino,29.0,no,ninguno,unión libre,bachiller completo,ninguno,comuna1,reservas de zamorano,independiente,2.0,alquilada,7,0.0,masculino,ex-conyuge,1.0,33.0,unión libre,primaria incompleta,independiente,ninguno,comuna1,loreto,familiar
16/05/2022,lunes,10/05/2022,martes,08:56 AM,si,si,si,no,si,no,femenino,41.0,no,ninguno,casado(a),primaria incompleta,ninguno,comuna1,ignacio torres,independiente,1.0,familiar,3,0.0,masculino,conyuge,1.0,51.0,casado(a),primaria incompleta,independiente,ninguno,comuna1,coronado,alquilada
17/05/2022,martes,14/05/2022,sábado,1:00 a.m.,si,si,si,no,si,no,femenino,22.0,no,ninguno,soltero(a),bachiller completo,ninguno,comuna2,altamira,independiente,1.0,familiar,2,0.0,masculino,conyuge,0.0,34.0,soltero(a),primaria incompleta,independiente,ninguno,comuna3,santa bárbara,alquilada
18/05/2022,miércoles,17/05/2022,martes,10:43 a.m.,si,si,si,si,si,no,femenino,38.0,no,ninguno,unión libre,bachiller completo,ninguno,comuna1,harold eder,independiente,4.0,familiar,7,0.0,masculino,ex-conyuge,4.0,46.0,unión libre,bachiller completo,empleado,ninguno,comuna1,harold eder,familiar
19/05/2022,jueves,18/05/2022,miércoles,9:30 a.m.,si,no,si,no,si,no,femenino,78.0,no,ninguno,viudo(a),primaria incompleta,ninguno,comuna2,estonia,independiente,3.0,propia,4,0.0,femenino,hijo(a),5.0,50.0,unión libre,primaria incompleta,desempleado,ninguno,comuna2,estonia,familiar
23/05/2022,no aplica,no aplica,no aplica,no aplica,si,si,si,no,si,no,masculino,,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,,no aplica,no aplica,,femenino,no aplica,,,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica
